CSD,SCHOOL CODE,SCHOOL NAME,GRADE,PROGRAM TYPE,AVERAGE CLASS SIZE,SIZE OF LARGEST CLASS,SIZE OF SMALLEST CLASS
9,X260,Bronx Center for Science and Mathematics,09-12,GEN ED,21.2,25,13
9,X260,Bronx Center for Science and Mathematics,09-12,GEN ED,22.8,27,16
9,X260,Bronx Center for Science and Mathematics,09-12,GEN ED,21.3,28,17
9,X260,Bronx Center for Science and Mathematics,09-12,GEN ED,21.9,32,12
9,X260,Bronx Center for Science and Mathematics,09-12,GEN ED,25.5,33,17
9,X260,Bronx Center for Science and Mathematics,09-12,GEN ED,25,31,20
9,X260,Bronx Center for Science and Mathematics,09-12,GEN ED,23,31,15
9,X260,Bronx Center for Science and Mathematics,09-12,GEN ED,23.5,32,15
9,X263,Validus Preparatory Academy: An Expeditionary Learning School,09-12,GEN ED,25.3,28,22
9,X263,Validus Preparatory Academy: An Expeditionary Learning School,09-12,GEN ED,31,32,30
9,X263,Validus Preparatory Academy: An Expeditionary Learning School,09-12,GEN ED,27.7,33,23
9,X263,Validus Preparatory Academy: An Expeditionary Learning School,09-12,GEN ED,24,28,20
9,X263,Validus Preparatory Academy: An Expeditionary Learning School,09-12,GEN ED,21,21,21
9,X263,Validus Preparatory Academy: An Expeditionary Learning School,09-12,GEN ED,24.3,28,21
9,X263,Validus Preparatory Academy: An Expeditionary Learning School,09-12,GEN ED,34,34,34
9,X263,Validus Preparatory Academy: An Expeditionary Learning School,09-12,GEN ED,29,31,28
9,X263,Validus Preparatory Academy: An Expeditionary Learning School,09-12,GEN ED,19,19,19
9,X263,Validus Preparatory Academy: An Expeditionary Learning School,09-12,GEN ED,24.6,28,20
9,X263,Validus Preparatory Academy: An Expeditionary Learning School,09-12,GEN ED,27.2,34,19
9,X263,Validus Preparatory Academy: An Expeditionary Learning School,09-12,GEN ED,32,32,32
9,X263,Validus Preparatory Academy: An Expeditionary Learning School,09-12,GEN ED,24.2,32,10
9,X263,Validus Preparatory Academy: An Expeditionary Learning School,09-12,GEN ED,24.7,28,20
9,X276,Leadership Institute,09-12,GEN ED,15,20,10
9,X276,Leadership Institute,09-12,GEN ED,31,33,29
9,X276,Leadership Institute,09-12,GEN ED,23.7,33,11
9,X276,Leadership Institute,09-12,GEN ED,26,31,21
9,X276,Leadership Institute,09-12,GEN ED,29,29,29
9,X276,Leadership Institute,09-12,GEN ED,26.5,33,20
9,X276,Leadership Institute,09-12,GEN ED,18,21,15
9,X276,Leadership Institute,09-12,GEN ED,10,10,10
9,X276,Leadership Institute,09-12,GEN ED,12,12,12
9,X276,Leadership Institute,09-12,GEN ED,23.3,32,14
9,X276,Leadership Institute,09-12,GEN ED,24,26,22
9,X276,Leadership Institute,09-12,GEN ED,26.5,27,26
9,X276,Leadership Institute,09-12,GEN ED,24,24,24
9,X276,Leadership Institute,09-12,GEN ED,24,30,21
9,X276,Leadership Institute,09-12,GEN ED,23.4,30,10
9,X276,Leadership Institute,09-12,GEN ED,24.3,31,17
9,X276,Leadership Institute,09-12,GEN ED,15,15,15
9,X276,Leadership Institute,09-12,SPEC ED,12,12,12
9,X276,Leadership Institute,09-12,SPEC ED,10,10,10
9,X276,Leadership Institute,09-12,SPEC ED,14.5,15,14
9,X276,Leadership Institute,09-12,SPEC ED,8,8,8
9,X297,Morris Academy for Collaborative Studies,09-12,GEN ED,18.5,24,15
9,X297,Morris Academy for Collaborative Studies,09-12,GEN ED,24.3,30,16
9,X297,Morris Academy for Collaborative Studies,09-12,GEN ED,24.3,26,22
9,X297,Morris Academy for Collaborative Studies,09-12,GEN ED,27.5,28,27
9,X297,Morris Academy for Collaborative Studies,09-12,GEN ED,14.7,19,12
9,X297,Morris Academy for Collaborative Studies,09-12,GEN ED,18.8,25,15
9,X297,Morris Academy for Collaborative Studies,09-12,GEN ED,25.7,32,19
9,X297,Morris Academy for Collaborative Studies,09-12,GEN ED,22,31,15
9,X297,Morris Academy for Collaborative Studies,09-12,GEN ED,22,29,15
9,X297,Morris Academy for Collaborative Studies,09-12,GEN ED,24.4,30,16
9,X297,Morris Academy for Collaborative Studies,09-12,GEN ED,19,24,15
9,X297,Morris Academy for Collaborative Studies,09-12,GEN ED,24,29,17
9,X297,Morris Academy for Collaborative Studies,09-12,GEN ED,21,27,15
9,X297,Morris Academy for Collaborative Studies,09-12,GEN ED,26.5,31,21
9,X297,Morris Academy for Collaborative Studies,09-12,GEN ED,30,30,30
9,X303,I.S. X303 Leadership & Community Service,09-12,GEN ED,19,19,19
9,X313,I.S. 313 School of Leadership Development,09-12,GEN ED,27.8,32,24
9,X313,I.S. 313 School of Leadership Development,09-12,GEN ED,26.3,32,24
9,X313,I.S. 313 School of Leadership Development,09-12,SPEC ED,11.5,12,11
9,X313,I.S. 313 School of Leadership Development,09-12,SPEC ED,12,12,12
9,X324,Bronx Early College Academy for Teaching & Learning,09-12,GEN ED,24.7,26,23
9,X324,Bronx Early College Academy for Teaching & Learning,09-12,GEN ED,28.3,31,25
9,X324,Bronx Early College Academy for Teaching & Learning,09-12,GEN ED,35,35,35
9,X324,Bronx Early College Academy for Teaching & Learning,09-12,GEN ED,24.7,26,23
9,X324,Bronx Early College Academy for Teaching & Learning,09-12,GEN ED,27,29,25
9,X324,Bronx Early College Academy for Teaching & Learning,09-12,GEN ED,31,31,31
9,X324,Bronx Early College Academy for Teaching & Learning,09-12,GEN ED,26.5,31,23
9,X324,Bronx Early College Academy for Teaching & Learning,09-12,GEN ED,26.5,31,23
9,X325,Urban Science Academy,09-12,GEN ED,25,26,24
9,X327,Comprehensive Model School Project M.S. 327,09-12,GEN ED,25.3,29,22
9,X327,Comprehensive Model School Project M.S. 327,09-12,SPEC ED,9.4,10,9
9,X329,DreamYard Preparatory School,09-12,GEN ED,20.3,25,17
9,X329,DreamYard Preparatory School,09-12,GEN ED,17.7,23,11
9,X329,DreamYard Preparatory School,09-12,GEN ED,18,24,12
9,X329,DreamYard Preparatory School,09-12,GEN ED,22.3,28,15
9,X329,DreamYard Preparatory School,09-12,GEN ED,20.9,34,10
9,X329,DreamYard Preparatory School,09-12,GEN ED,21.6,32,10
9,X329,DreamYard Preparatory School,09-12,GEN ED,20.3,28,11
9,X329,DreamYard Preparatory School,09-12,GEN ED,23,23,23
9,X329,DreamYard Preparatory School,09-12,GEN ED,25.9,31,14
9,X329,DreamYard Preparatory School,09-12,GEN ED,29.3,33,23
9,X329,DreamYard Preparatory School,09-12,GEN ED,19.7,26,15
9,X329,DreamYard Preparatory School,09-12,GEN ED,25.1,30,16
9,X329,DreamYard Preparatory School,09-12,GEN ED,27.3,34,19
9,X329,DreamYard Preparatory School,09-12,GEN ED,29,32,26
9,X329,DreamYard Preparatory School,09-12,SPEC ED,7,7,7
9,X329,DreamYard Preparatory School,09-12,SPEC ED,10,10,10
9,X329,DreamYard Preparatory School,09-12,SPEC ED,10,10,10
9,X329,DreamYard Preparatory School,09-12,SPEC ED,10.5,11,10
9,X329,DreamYard Preparatory School,09-12,SPEC ED,10.5,11,10
9,X365,Academy for Language and Technology,09-12,GEN ED,26.8,29,24
9,X365,Academy for Language and Technology,09-12,GEN ED,27.7,31,22
9,X365,Academy for Language and Technology,09-12,GEN ED,20.3,25,15
9,X365,Academy for Language and Technology,09-12,GEN ED,23.8,27,19
9,X365,Academy for Language and Technology,09-12,GEN ED,24.9,34,14
9,X365,Academy for Language and Technology,09-12,GEN ED,24,24,24
9,X365,Academy for Language and Technology,09-12,GEN ED,28.7,32,25
9,X365,Academy for Language and Technology,09-12,GEN ED,23.2,27,19
9,X365,Academy for Language and Technology,09-12,GEN ED,25.4,29,20
9,X365,Academy for Language and Technology,09-12,GEN ED,23.8,29,12
9,X365,Academy for Language and Technology,09-12,GEN ED,23,33,12
9,X365,Academy for Language and Technology,09-12,GEN ED,12,12,12
9,X365,Academy for Language and Technology,09-12,GEN ED,25.4,37,16
9,X365,Academy for Language and Technology,09-12,GEN ED,23,23,23
9,X403,Bronx International High School,09-12,GEN ED,11.9,13,10
9,X403,Bronx International High School,09-12,GEN ED,14.1,24,10
9,X403,Bronx International High School,09-12,GEN ED,26.6,45,21
9,X403,Bronx International High School,09-12,GEN ED,13.3,21,10
9,X403,Bronx International High School,09-12,GEN ED,13.3,21,10
9,X403,Bronx International High School,09-12,GEN ED,13.3,18,10
9,X403,Bronx International High School,09-12,GEN ED,11.9,13,10
9,X403,Bronx International High School,09-12,GEN ED,12.7,18,10
9,X403,Bronx International High School,09-12,GEN ED,23.4,25,21
9,X404,School for Excellence,09-12,GEN ED,20,20,20
9,X404,School for Excellence,09-12,GEN ED,35,35,35
9,X404,School for Excellence,09-12,GEN ED,21.3,34,15
9,X404,School for Excellence,09-12,GEN ED,19,29,17
9,X404,School for Excellence,09-12,GEN ED,34,40,26
9,X404,School for Excellence,09-12,GEN ED,22,27,17
9,X404,School for Excellence,09-12,GEN ED,22,38,17
9,X404,School for Excellence,09-12,GEN ED,19.5,25,16
9,X404,School for Excellence,09-12,GEN ED,37.5,41,34
9,X404,School for Excellence,09-12,GEN ED,12.7,13,12
9,X412,Bronx High School of Business,09-12,GEN ED,22.7,27,17
9,X412,Bronx High School of Business,09-12,GEN ED,24.7,26,24
9,X412,Bronx High School of Business,09-12,GEN ED,16.3,20,11
9,X412,Bronx High School of Business,09-12,GEN ED,15.4,31,10
9,X412,Bronx High School of Business,09-12,GEN ED,21.6,31,11
9,X412,Bronx High School of Business,09-12,GEN ED,24.3,31,16
9,X412,Bronx High School of Business,09-12,GEN ED,24,27,21
9,X412,Bronx High School of Business,09-12,GEN ED,21.8,27,17
9,X412,Bronx High School of Business,09-12,GEN ED,24.6,33,16
9,X412,Bronx High School of Business,09-12,GEN ED,24.1,33,17
9,X412,Bronx High School of Business,09-12,GEN ED,24.5,31,16
9,X412,Bronx High School of Business,09-12,GEN ED,25.4,32,16
9,X412,Bronx High School of Business,09-12,GEN ED,32,32,32
9,X412,Bronx High School of Business,09-12,SPEC ED,12,12,12
9,X412,Bronx High School of Business,09-12,SPEC ED,16,16,16
9,X412,Bronx High School of Business,09-12,SPEC ED,15,15,15
9,X412,Bronx High School of Business,09-12,SPEC ED,10,10,10
9,X412,Bronx High School of Business,09-12,SPEC ED,14,16,12
9,X412,Bronx High School of Business,09-12,SPEC ED,14.3,16,13
9,X412,Bronx High School of Business,09-12,SPEC ED,14,14,14
9,X412,Bronx High School of Business,09-12,SPEC ED,14,16,12
9,X412,Bronx High School of Business,09-12,SPEC ED,15,16,14
9,X412,Bronx High School of Business,09-12,SPEC ED,12,12,12
9,X412,Bronx High School of Business,09-12,SPEC ED,12,12,12
9,X413,Bronx High School for Medical Science,09-12,GEN ED,21,23,20
9,X413,Bronx High School for Medical Science,09-12,GEN ED,28.7,34,22
9,X413,Bronx High School for Medical Science,09-12,GEN ED,33.5,34,33
9,X413,Bronx High School for Medical Science,09-12,GEN ED,24.8,34,19
9,X413,Bronx High School for Medical Science,09-12,GEN ED,20,21,19
9,X413,Bronx High School for Medical Science,09-12,GEN ED,26.7,34,21
9,X413,Bronx High School for Medical Science,09-12,GEN ED,24.7,32,12
9,X413,Bronx High School for Medical Science,09-12,GEN ED,22.8,32,19
9,X413,Bronx High School for Medical Science,09-12,GEN ED,27.8,33,23
9,X413,Bronx High School for Medical Science,09-12,GEN ED,27,34,20
9,X413,Bronx High School for Medical Science,09-12,GEN ED,30.8,34,22
9,X413,Bronx High School for Medical Science,09-12,GEN ED,22,24,19
9,X413,Bronx High School for Medical Science,09-12,GEN ED,21.7,23,19
9,X413,Bronx High School for Medical Science,09-12,GEN ED,33,33,33
9,X413,Bronx High School for Medical Science,09-12,SPEC ED,10.5,11,10
9,X413,Bronx High School for Medical Science,09-12,SPEC ED,11,11,11
9,X414,Jonathan Levin High School for Media and Communications,09-12,GEN ED,24,28,21
9,X414,Jonathan Levin High School for Media and Communications,09-12,GEN ED,25.7,27,25
9,X414,Jonathan Levin High School for Media and Communications,09-12,GEN ED,24.3,28,21
9,X414,Jonathan Levin High School for Media and Communications,09-12,GEN ED,22.8,32,17
9,X414,Jonathan Levin High School for Media and Communications,09-12,GEN ED,23.1,27,17
9,X414,Jonathan Levin High School for Media and Communications,09-12,GEN ED,24.6,33,19
9,X414,Jonathan Levin High School for Media and Communications,09-12,GEN ED,25.6,30,18
9,X414,Jonathan Levin High School for Media and Communications,09-12,GEN ED,27.2,30,26
9,X414,Jonathan Levin High School for Media and Communications,09-12,GEN ED,22.3,27,17
9,X414,Jonathan Levin High School for Media and Communications,09-12,GEN ED,24.6,30,13
9,X414,Jonathan Levin High School for Media and Communications,09-12,GEN ED,27.4,35,17
9,X414,Jonathan Levin High School for Media and Communications,09-12,SPEC ED,15,15,15
9,X414,Jonathan Levin High School for Media and Communications,09-12,SPEC ED,11,11,11
9,X414,Jonathan Levin High School for Media and Communications,09-12,SPEC ED,10,10,10
9,X414,Jonathan Levin High School for Media and Communications,09-12,SPEC ED,13,16,10
9,X414,Jonathan Levin High School for Media and Communications,09-12,SPEC ED,16,18,12
9,X414,Jonathan Levin High School for Media and Communications,09-12,SPEC ED,10,10,10
9,X414,Jonathan Levin High School for Media and Communications,09-12,SPEC ED,18,18,18
9,X414,Jonathan Levin High School for Media and Communications,09-12,SPEC ED,11,11,11
9,X414,Jonathan Levin High School for Media and Communications,09-12,SPEC ED,16,16,16
9,X414,Jonathan Levin High School for Media and Communications,09-12,SPEC ED,10,10,10
9,X443,THE FAMILY SCHOOL,0K,GEN ED,23,25,21
9,X449,GRANT AVENUE ELEMENTARY SCHOOL,0K,GEN ED,21.3,23,20
9,X457,SHERIDAN ACADEMY FOR YOUNG LEADERS,0K,GEN ED,23,24,22
9,X505,"Bronx School for Law, Government and Justice",09-12,GEN ED,33.7,34,33
9,X505,"Bronx School for Law, Government and Justice",09-12,GEN ED,27.8,34,22
9,X505,"Bronx School for Law, Government and Justice",09-12,GEN ED,27,28,25
9,X505,"Bronx School for Law, Government and Justice",09-12,GEN ED,28.3,34,25
9,X505,"Bronx School for Law, Government and Justice",09-12,GEN ED,11,11,11
9,X505,"Bronx School for Law, Government and Justice",09-12,GEN ED,22.5,26,19
9,X505,"Bronx School for Law, Government and Justice",09-12,GEN ED,28.8,34,17
9,X505,"Bronx School for Law, Government and Justice",09-12,GEN ED,23,34,13
9,X505,"Bronx School for Law, Government and Justice",09-12,GEN ED,31.7,34,29
9,X505,"Bronx School for Law, Government and Justice",09-12,GEN ED,26.5,28,25
9,X505,"Bronx School for Law, Government and Justice",09-12,GEN ED,30,30,30
9,X505,"Bronx School for Law, Government and Justice",09-12,GEN ED,28.3,34,19
9,X505,"Bronx School for Law, Government and Justice",09-12,GEN ED,27.7,34,15
9,X505,"Bronx School for Law, Government and Justice",09-12,GEN ED,29.7,33,27
9,X505,"Bronx School for Law, Government and Justice",09-12,GEN ED,28,28,28
9,X505,"Bronx School for Law, Government and Justice",09-12,GEN ED,24,28,20
9,X505,"Bronx School for Law, Government and Justice",09-12,GEN ED,33.3,39,31
9,X505,"Bronx School for Law, Government and Justice",09-12,GEN ED,33,34,31
9,X505,"Bronx School for Law, Government and Justice",09-12,GEN ED,27.3,32,16
9,X505,"Bronx School for Law, Government and Justice",09-12,GEN ED,35,35,35
9,X505,"Bronx School for Law, Government and Justice",09-12,GEN ED,26.5,34,15
9,X505,"Bronx School for Law, Government and Justice",09-12,SPEC ED,16,16,16
9,X505,"Bronx School for Law, Government and Justice",09-12,SPEC ED,15,15,15
9,X505,"Bronx School for Law, Government and Justice",09-12,SPEC ED,11,11,11
9,X505,"Bronx School for Law, Government and Justice",09-12,SPEC ED,16,16,16
9,X505,"Bronx School for Law, Government and Justice",09-12,SPEC ED,10,10,10
9,X517,Frederick Douglass Academy III Secondary School,09-12,GEN ED,25,27,22
9,X517,Frederick Douglass Academy III Secondary School,09-12,GEN ED,24,30,13
9,X517,Frederick Douglass Academy III Secondary School,09-12,GEN ED,23.3,31,10
9,X517,Frederick Douglass Academy III Secondary School,09-12,GEN ED,22.5,27,18
9,X517,Frederick Douglass Academy III Secondary School,09-12,GEN ED,20.5,26,15
9,X517,Frederick Douglass Academy III Secondary School,09-12,GEN ED,22.7,30,18
9,X517,Frederick Douglass Academy III Secondary School,09-12,GEN ED,29.5,33,27
9,X517,Frederick Douglass Academy III Secondary School,09-12,GEN ED,22,22,22
9,X517,Frederick Douglass Academy III Secondary School,09-12,GEN ED,23.2,31,19
9,X517,Frederick Douglass Academy III Secondary School,09-12,GEN ED,27,31,23
9,X517,Frederick Douglass Academy III Secondary School,09-12,GEN ED,25.5,31,15
9,X517,Frederick Douglass Academy III Secondary School,09-12,GEN ED,14.3,17,10
9,X517,Frederick Douglass Academy III Secondary School,09-12,GEN ED,25.3,33,16
10,X207,P.S. 207,0K,GEN ED,24.3,25,24
9,X517,Frederick Douglass Academy III Secondary School,09-12,GEN ED,24,24,24
9,X517,Frederick Douglass Academy III Secondary School,09-12,GEN ED,18.5,19,18
9,X517,Frederick Douglass Academy III Secondary School,09-12,GEN ED,20,28,11
9,X517,Frederick Douglass Academy III Secondary School,09-12,SPEC ED,11,11,11
9,X517,Frederick Douglass Academy III Secondary School,09-12,SPEC ED,10,10,10
9,X517,Frederick Douglass Academy III Secondary School,09-12,SPEC ED,10,10,10
9,X517,Frederick Douglass Academy III Secondary School,09-12,SPEC ED,11,11,11
9,X517,Frederick Douglass Academy III Secondary School,09-12,SPEC ED,10,10,10
9,X517,Frederick Douglass Academy III Secondary School,09-12,SPEC ED,11,11,11
9,X517,Frederick Douglass Academy III Secondary School,09-12,SPEC ED,10.5,11,10
9,X517,Frederick Douglass Academy III Secondary School,09-12,SPEC ED,11,11,11
9,X525,Bronx Leadership Academy High School,09-12,GEN ED,26.4,34,22
9,X525,Bronx Leadership Academy High School,09-12,GEN ED,30.5,34,21
9,X525,Bronx Leadership Academy High School,09-12,GEN ED,27.7,32,23
9,X525,Bronx Leadership Academy High School,09-12,GEN ED,26.8,31,23
9,X525,Bronx Leadership Academy High School,09-12,GEN ED,24.5,26,22
9,X525,Bronx Leadership Academy High School,09-12,GEN ED,24.5,28,21
9,X525,Bronx Leadership Academy High School,09-12,GEN ED,32.3,34,28
9,X525,Bronx Leadership Academy High School,09-12,GEN ED,29.8,31,28
9,X525,Bronx Leadership Academy High School,09-12,GEN ED,33,34,32
9,X525,Bronx Leadership Academy High School,09-12,GEN ED,23.4,26,20
9,X525,Bronx Leadership Academy High School,09-12,GEN ED,17.3,18,16
9,X525,Bronx Leadership Academy High School,09-12,GEN ED,24.3,32,21
9,X525,Bronx Leadership Academy High School,09-12,GEN ED,25.9,32,21
9,X525,Bronx Leadership Academy High School,09-12,GEN ED,27.9,32,21
9,X525,Bronx Leadership Academy High School,09-12,GEN ED,27.4,34,24
9,X525,Bronx Leadership Academy High School,09-12,GEN ED,28.2,33,22
9,X525,Bronx Leadership Academy High School,09-12,SPEC ED,15,15,15
9,X525,Bronx Leadership Academy High School,09-12,SPEC ED,10,10,10
9,X525,Bronx Leadership Academy High School,09-12,SPEC ED,15,16,14
9,X525,Bronx Leadership Academy High School,09-12,SPEC ED,15,15,15
9,X525,Bronx Leadership Academy High School,09-12,SPEC ED,15,15,15
9,X543,High School for Violin and Dance,09-12,GEN ED,20,25,15
9,X543,High School for Violin and Dance,09-12,GEN ED,20,31,10
9,X543,High School for Violin and Dance,09-12,GEN ED,14,14,14
9,X543,High School for Violin and Dance,09-12,GEN ED,25,25,25
9,X543,High School for Violin and Dance,09-12,GEN ED,25,25,25
9,X543,High School for Violin and Dance,09-12,GEN ED,25,25,25
9,X543,High School for Violin and Dance,09-12,GEN ED,19,19,19
9,X543,High School for Violin and Dance,09-12,GEN ED,32,32,32
10,X003,P.S. 3 Raul Julia Micro Society,0K,GEN ED,15.5,16,15
10,X007,P.S. 007 Kingsbridge,0K,GEN ED,20,20,20
10,X007,P.S. 007 Kingsbridge,0K,G&T,14,14,14
10,X008,P.S. 008 Issac Varian,0K,GEN ED,21.3,24,14
10,X009,P.S. 9 Ryer Avenue Elementary School,0K,GEN ED,19,21,16
10,X015,P.S. X015 Institute for Environmental Learning,0K,GEN ED,25,25,25
10,X020,P.S. 20 P.O.George J. Werdan III,0K,GEN ED,24,25,22
